Fsm,Test-Cases,No_of_threads,Total CPU,Execution GPU,Total GPU
halflife2-deathmatch.test,131072,1,92.65238662,41.26201472,79.87239701
halflife2-deathmatch.test,65536,32,3.64669184,21.25428192,41.13398785
halflife2-deathmatch.test,65536,8,6.91096436,21.25428192,41.13398785
halflife2-deathmatch.test,65536,4,12.10955031,21.25428192,41.13398785
halflife2-deathmatch.test,65536,1,41.99133233,21.25428192,41.13398785
halflife2-deathmatch.test,16384,32,0.93720019,6.24789056,11.10286858
halflife2-deathmatch.test,16384,8,1.63602145,6.24789056,11.10286858
halflife2-deathmatch.test,16384,4,2.61874838,6.24789056,11.10286858
halflife2-deathmatch.test,16384,1,9.217423,6.24789056,11.10286858
hotline.test,1216433,32,1518.5946352949,0,0
hotline.test,1216433,8,4318.344491963,0,0
hotline.test,1216433,4,7492.4786218,0,0
hotline.test,1216433,1,13587.65942425,0,0
hotline.test,1024000,32,971.99911822,738.83057632,1055.71692774
hotline.test,1024000,8,2616.2571949778,738.83057632,1055.71692774
hotline.test,1024000,4,4600.08908076,738.83057632,1055.71692774
hotline.test,1024000,1,8416.5963271429,738.83057632,1055.71692774
hotline.test,131072,32,11.04992485,48.4989808,86.23398067
hotline.test,131072,8,19.76980157,48.4989808,86.23398067
hotline.test,131072,4,33.49424434,48.4989808,86.23398067
hotline.test,131072,1,102.26556501,48.4989808,86.23398067
hotline.test,65536,32,4.2085731,24.7567776,45.21704031
hotline.test,65536,8,6.96642352,24.7567776,45.21704031
hotline.test,65536,4,12.94959292,24.7567776,45.21704031
hotline.test,65536,1,45.2229314,24.7567776,45.21704031
hotline.test,16384,32,2.48693051,7.2462432,12.56257583
hotline.test,16384,8,2.25793207,7.2462432,12.56257583
hotline.test,16384,4,3.38078147,7.2462432,12.56257583
hotline.test,16384,1,8.51520058,7.2462432,12.56257583
irc.test,440804,32,352.73004085,290.8177392,410.44429423
irc.test,440804,8,782.69036299,290.8177392,410.44429423
irc.test,440804,4,1322.6007366932,290.8177392,410.44429423
irc.test,440804,1,2817.8040506,290.8177392,410.44429423
irc.test,131072,32,58.14558851,61.24471424,98.58008456
irc.test,131072,8,138.88114472,61.24471424,98.58008456
irc.test,131072,4,202.67350697,61.24471424,98.58008456
irc.test,131072,1,341.60308146,61.24471424,98.58008456
irc.test,65536,32,8.40721305,22.20455648,41.67028558
irc.test,65536,8,17.58548632,22.20455648,41.67028558
irc.test,65536,4,27.98336013,22.20455648,41.67028558
irc.test,65536,1,62.96270788,22.20455648,41.67028558
irc.test,16384,32,0.97884571,6.09545664,11.08306483
irc.test,16384,8,1.77744859,6.09545664,11.08306483
irc.test,16384,4,2.7903167,6.09545664,11.08306483
irc.test,16384,1,8.37113307,6.09545664,11.08306483
kugoo.test,577347,32,274.94324962,214.64269184,372.94856817
kugoo.test,577347,8,738.1477413,214.64269184,372.94856817
kugoo.test,577347,4,1211.9412131039,214.64269184,372.94856817
kugoo.test,577347,1,2146.7934177059,214.64269184,372.94856817
kugoo.test,131072,32,12.28473216,29.20755168,66.28839192
kugoo.test,131072,8,21.90151731,29.20755168,66.28839192
kugoo.test,131072,4,39.53088081,29.20755168,66.28839192
kugoo.test,131072,1,123.60411541,29.20755168,66.28839192
kugoo.test,65536,32,5.19451457,14.79102016,33.34929606
kugoo.test,65536,8,8.73023887,14.79102016,33.34929606
kugoo.test,65536,4,15.24962697,14.79102016,33.34929606
kugoo.test,65536,1,51.70865107,14.79102016,33.34929606
kugoo.test,16384,32,1.14451331,4.51025152,9.20854325
kugoo.test,16384,8,2.21398724,4.51025152,9.20854325
kugoo.test,16384,4,3.43704765,4.51025152,9.20854325
kugoo.test,16384,1,10.76855076,4.51025152,9.20854325
liveforspeed.test,64266,32,3.54779766,28.27637312,47.87959479
liveforspeed.test,64266,8,8.48794725,28.27637312,47.87959479
liveforspeed.test,64266,4,12.67379798,28.27637312,47.87959479
liveforspeed.test,64266,1,42.96325616,28.27637312,47.87959479
liveforspeed.test,16384,32,1.73577349,2.47155168,7.46148874
liveforspeed.test,16384,8,1.62065897,2.47155168,7.46148874
liveforspeed.test,16384,4,2.77425029,2.47155168,7.46148874
liveforspeed.test,16384,1,9.62824712,2.47155168,7.46148874
lpd.test,824740,32,807.91294287,683.0216496,905.92527115
lpd.test,824740,8,1823.1777612656,683.0216496,905.92527115
lpd.test,824740,4,3394.7625761429,683.0216496,905.92527115
lpd.test,824740,1,8269.5421630833,683.0216496,905.92527115
lpd.test,131072,32,36.32707896,61.317128,99.27196132
lpd.test,131072,8,76.47107347,61.317128,99.27196132
lpd.test,131072,4,136.40319829,61.317128,99.27196132
lpd.test,131072,1,278.07680873,61.317128,99.27196132
lpd.test,65536,32,6.19975166,25.97031264,46.05406416
lpd.test,65536,8,10.53457032,25.97031264,46.05406416
lpd.test,65536,4,17.23643186,25.97031264,46.05406416
lpd.test,65536,1,56.14854431,25.97031264,46.05406416
lpd.test,16384,32,1.20824218,7.56770816,12.11521803
lpd.test,16384,8,2.2605685,7.56770816,12.11521803
lpd.test,16384,4,3.61301043,7.56770816,12.11521803
lpd.test,16384,1,11.25146378,7.56770816,12.11521803
ncp.test,704611,32,187.50866041,780.81799072,970.5040615
ncp.test,704611,8,324.72250303,780.81799072,970.5040615
ncp.test,704611,4,606.51235674,780.81799072,970.5040615
ncp.test,704611,1,1669.8112356875,780.81799072,970.5040615
ncp.test,131072,32,14.21049813,30.62814464,69.11903158
ncp.test,131072,8,27.13165313,30.62814464,69.11903158
ncp.test,131072,4,49.30668926,30.62814464,69.11903158
ncp.test,131072,1,151.37120159,30.62814464,69.11903158
ncp.test,65536,32,5.49708707,15.46994016,35.14648448
ncp.test,65536,8,10.01813758,15.46994016,35.14648448
ncp.test,65536,4,17.59887474,15.46994016,35.14648448
ncp.test,65536,1,65.83723062,15.46994016,35.14648448
ncp.test,16384,32,1.41969217,4.78908928,9.63274643
ncp.test,16384,8,2.33475607,4.78908928,9.63274643
ncp.test,16384,4,3.99551372,4.78908928,9.63274643
ncp.test,16384,1,13.84869941,4.78908928,9.63274643
poco.test,192537,32,20.44199423,31.80749888,84.47054727
poco.test,192537,8,37.82849581,31.80749888,84.47054727
poco.test,192537,4,70.99023324,31.80749888,84.47054727
poco.test,192537,1,194.7230317,31.80749888,84.47054727
poco.test,131072,32,10.46923744,15.74532704,52.37430613
poco.test,131072,8,19.36722156,15.74532704,52.37430613
poco.test,131072,4,34.43602851,15.74532704,52.37430613
poco.test,131072,1,107.48517206,15.74532704,52.37430613
poco.test,65536,32,3.74457196,7.99263488,28.00555546
poco.test,65536,8,7.22558665,7.99263488,28.00555546
poco.test,65536,4,13.24721116,7.99263488,28.00555546
poco.test,65536,1,45.07415546,7.99263488,28.00555546
poco.test,16384,32,1.18181623,2.1948544,7.24101241
poco.test,16384,8,1.55595187,2.1948544,7.24101241
poco.test,16384,4,2.73458536,2.1948544,7.24101241
poco.test,16384,1,8.69238051,2.1948544,7.24101241
qq.test,448824,32,126.87699145,740.47896224,875.40954117
qq.test,448824,8,228.79589752,740.47896224,875.40954117
qq.test,448824,4,404.39167977,740.47896224,875.40954117
qq.test,448824,1,1075.05178687,740.47896224,875.40954117
qq.test,131072,32,17.70606094,25.33914592,63.812518
qq.test,131072,8,32.09583543,25.33914592,63.812518
qq.test,131072,4,59.82768501,25.33914592,63.812518
qq.test,131072,1,149.97721487,25.33914592,63.812518
qq.test,65536,32,5.04302109,11.95983168,31.47254536
qq.test,65536,8,8.20522228,11.95983168,31.47254536
qq.test,65536,4,14.05219118,11.95983168,31.47254536
qq.test,65536,1,42.57722253,11.95983168,31.47254536
qq.test,16384,32,1.40431174,5.16497472,11.36080387
qq.test,16384,8,1.90897223,5.16497472,11.36080387
qq.test,16384,4,2.74266533,5.16497472,11.36080387
qq.test,16384,1,9.0078109,5.16497472,11.36080387
rlogin.test,16488,32,1.99442799,2.27449056,7.23568922
rlogin.test,16488,8,3.39943319,2.27449056,7.23568922
rlogin.test,16488,4,5.23078233,2.27449056,7.23568922
rlogin.test,16488,1,13.82954269,2.27449056,7.23568922
rlogin.test,16384,32,1.92241375,1.78025632,6.70149357
rlogin.test,16384,8,3.276891,1.78025632,6.70149357
rlogin.test,16384,4,5.39557002,1.78025632,6.70149357
rlogin.test,16384,1,13.50603392,1.78025632,6.70149357
