Fsm,No_of_testcases,No_of_threads,Time taken
h323.test,2241832,8,304.758677
h323.test,2241832,1,1579.457075
h323.test,2097152,32,118.40204
h323.test,2097152,16,165.536765
h323.test,2097152,8,209.577515
h323.test,2097152,1,1478.019517
h323.test,1048576,32,59.857529
h323.test,1048576,16,78.214233
h323.test,1048576,8,161.087308
h323.test,1048576,1,744.982562
h323.test,524288,32,32.771765
h323.test,524288,16,60.188368
h323.test,524288,8,62.572545
h323.test,524288,1,370.925681
h323.test,262144,32,19.568033
h323.test,262144,16,27.646801
h323.test,262144,8,39.255424
h323.test,262144,1,187.233984
h323.test,131072,32,13.753803
h323.test,131072,16,15.722145
h323.test,131072,8,17.891839
h323.test,131072,1,91.41545
h323.test,65536,32,9.208663
h323.test,65536,16,9.309025
h323.test,65536,8,11.056108
h323.test,65536,1,45.90412
h323.test,32768,32,3.3695
h323.test,32768,16,5.943087
h323.test,32768,8,4.947357
h323.test,32768,1,22.757621
h323.test,16384,32,5.419346
h323.test,16384,16,3.378719
h323.test,16384,8,2.900445
h323.test,16384,1,17.923267
h323.test,8192,32,4.756621
h323.test,8192,16,0.975824
h323.test,8192,8,1.750925
h323.test,8192,1,6.965845
h323.test,4096,32,0.523392
h323.test,4096,16,0.977431
h323.test,4096,8,0.928612
h323.test,4096,1,2.839752
h323.test,256,32,0.041765
h323.test,256,16,0.07061
h323.test,256,8,0.065371
h323.test,256,1,0.233689
hotline.test,1216433,32,39.30152
hotline.test,1216433,16,36.862378
hotline.test,1216433,8,73.102469
hotline.test,1216433,1,256.707913
hotline.test,1048576,32,32.936451
hotline.test,1048576,16,37.37208
hotline.test,1048576,8,65.47774
hotline.test,1048576,1,248.434916
hotline.test,524288,32,15.705662
hotline.test,524288,16,27.778661
hotline.test,524288,8,36.504162
hotline.test,524288,1,188.39042
hotline.test,262144,32,10.200551
hotline.test,262144,16,13.725169
hotline.test,262144,8,18.370043
hotline.test,262144,1,93.850264
hotline.test,131072,32,6.129983
hotline.test,131072,16,10.018055
hotline.test,131072,8,10.622324
hotline.test,131072,1,52.121055
hotline.test,65536,32,3.363983
hotline.test,65536,16,5.951328
hotline.test,65536,8,6.390422
hotline.test,65536,1,29.974756
hotline.test,32768,32,1.746455
hotline.test,32768,16,3.410427
hotline.test,32768,8,3.6423
hotline.test,32768,1,15.114873
hotline.test,16384,32,5.068393
hotline.test,16384,16,1.719845
hotline.test,16384,8,1.860227
hotline.test,16384,1,7.537497
hotline.test,8192,32,0.444052
hotline.test,8192,16,0.867012
hotline.test,8192,8,0.937552
hotline.test,8192,1,5.517892
hotline.test,4096,32,4.602201
hotline.test,4096,16,0.460325
hotline.test,4096,8,0.488471
hotline.test,4096,1,3.268928
hotline.test,256,32,4.093685
hotline.test,256,16,0.034851
hotline.test,256,8,0.035829
hotline.test,256,1,0.23327
ntp.test,1374296,32,44.567144
ntp.test,1374296,16,85.478369
ntp.test,1374296,8,108.498454
ntp.test,1374296,1,567.645241
ntp.test,1048576,32,33.123766
ntp.test,1048576,16,44.861875
ntp.test,1048576,8,101.442584
ntp.test,1048576,1,433.601097
ntp.test,524288,32,21.512278
ntp.test,524288,16,28.339418
ntp.test,524288,8,35.487619
ntp.test,524288,1,217.038812
ntp.test,262144,32,12.298447
ntp.test,262144,16,18.286651
ntp.test,262144,8,19.338255
ntp.test,262144,1,108.871058
ntp.test,131072,32,8.366166
ntp.test,131072,16,7.645262
ntp.test,131072,8,12.200739
ntp.test,131072,1,69.376497
ntp.test,65536,32,3.572599
ntp.test,65536,16,3.839323
ntp.test,65536,8,5.720851
ntp.test,65536,1,32.231471
ntp.test,32768,32,1.910513
ntp.test,32768,16,3.870543
ntp.test,32768,8,3.385354
ntp.test,32768,1,16.128552
ntp.test,16384,32,4.838404
ntp.test,16384,16,1.895706
ntp.test,16384,8,1.900525
ntp.test,16384,1,8.083028
ntp.test,8192,32,0.496503
ntp.test,8192,16,1.098256
ntp.test,8192,8,0.957665
ntp.test,8192,1,4.045844
ntp.test,4096,32,0.278248
ntp.test,4096,16,0.558662
ntp.test,4096,8,0.561106
ntp.test,4096,1,2.03497
ntp.test,256,32,4.450576
ntp.test,256,16,0.044838
ntp.test,256,8,0.045257
ntp.test,256,1,0.139752
rtp.test,1536723,32,50.665629
rtp.test,1536723,16,54.399631
rtp.test,1536723,8,149.710695
rtp.test,1536723,1,648.285209
rtp.test,1048576,32,33.583043
rtp.test,1048576,16,37.905529
rtp.test,1048576,8,106.718267
rtp.test,1048576,1,441.171771
rtp.test,524288,32,22.304559
rtp.test,524288,16,35.264126
rtp.test,524288,8,37.038937
rtp.test,524288,1,219.922986
rtp.test,262144,32,10.951416
rtp.test,262144,16,17.501006
rtp.test,262144,8,18.202004
rtp.test,262144,1,110.165499
rtp.test,131072,32,7.269446
rtp.test,131072,16,7.728164
rtp.test,131072,8,13.898166
rtp.test,131072,1,56.914062
rtp.test,65536,32,3.913424
rtp.test,65536,16,6.507057
rtp.test,65536,8,7.978964
rtp.test,65536,1,35.325028
rtp.test,32768,32,5.998332
rtp.test,32768,16,2.269777
rtp.test,32768,8,3.685323
rtp.test,32768,1,17.928505
rtp.test,16384,32,5.193409
rtp.test,16384,16,1.145329
rtp.test,16384,8,2.098036
rtp.test,16384,1,8.870001
rtp.test,8192,32,4.504702
rtp.test,8192,16,1.035329
rtp.test,8192,8,1.137787
rtp.test,8192,1,6.831539
rtp.test,4096,32,4.267102
rtp.test,4096,16,0.314915
rtp.test,4096,8,0.562293
rtp.test,4096,1,2.063675
rtp.test,256,32,4.436188
rtp.test,256,16,0.039461
rtp.test,256,8,0.041207
rtp.test,256,1,0.112375
ssl.test,1475251,32,54.802826
ssl.test,1475251,16,99.900276
ssl.test,1475251,8,151.416575
ssl.test,1475251,1,359.216766
ssl.test,1048576,32,39.126707
ssl.test,1048576,16,71.695513
ssl.test,1048576,8,141.011458
ssl.test,1048576,1,350.218815
ssl.test,524288,32,44.239868
ssl.test,524288,16,40.628787
ssl.test,524288,8,70.885352
ssl.test,524288,1,332.145528
ssl.test,262144,32,19.671328
ssl.test,262144,16,18.524532
ssl.test,262144,8,46.587308
ssl.test,262144,1,210.247085
ssl.test,131072,32,14.062154
ssl.test,131072,16,19.420877
ssl.test,131072,8,23.588525
ssl.test,131072,1,104.0608
ssl.test,65536,32,7.354582
ssl.test,65536,16,12.026276
ssl.test,65536,8,12.062732
ssl.test,65536,1,68.224883
ssl.test,32768,32,7.089464
ssl.test,32768,16,6.627951
ssl.test,32768,8,5.409637
ssl.test,32768,1,31.614492
ssl.test,16384,32,5.998471
ssl.test,16384,16,2.067516
ssl.test,16384,8,3.719894
ssl.test,16384,1,17.057443
ssl.test,8192,32,1.081983
ssl.test,8192,16,2.151744
ssl.test,8192,8,1.890887
ssl.test,8192,1,10.871657
ssl.test,4096,32,0.480509
ssl.test,4096,16,0.606503
ssl.test,4096,8,1.012073
ssl.test,4096,1,3.954771
ssl.test,256,32,0.051404
ssl.test,256,16,0.082412
ssl.test,256,8,0.081505
ssl.test,256,1,0.575563
tsp.test,1162511,32,36.53098
tsp.test,1162511,16,39.880436
tsp.test,1162511,8,78.827721
tsp.test,1162511,1,467.574914
tsp.test,1048576,32,34.869872
tsp.test,1048576,16,38.597589
tsp.test,1048576,8,70.938712
tsp.test,1048576,1,421.473562
tsp.test,524288,32,18.015179
tsp.test,524288,16,32.58005
tsp.test,524288,8,45.852018
tsp.test,524288,1,211.349046
tsp.test,262144,32,12.242015
tsp.test,262144,16,18.702279
tsp.test,262144,8,18.984368
tsp.test,262144,1,106.547157
tsp.test,131072,32,9.924258
tsp.test,131072,16,7.025419
tsp.test,131072,8,11.569723
tsp.test,131072,1,62.835639
tsp.test,65536,32,7.024233
tsp.test,65536,16,6.374777
tsp.test,65536,8,7.044346
tsp.test,65536,1,31.378429
tsp.test,32768,32,1.754835
tsp.test,32768,16,3.622396
tsp.test,32768,8,3.575462
tsp.test,32768,1,15.700215
tsp.test,16384,32,4.832538
tsp.test,16384,16,1.076955
tsp.test,16384,8,1.968411
tsp.test,16384,1,7.838513
tsp.test,8192,32,0.477645
tsp.test,8192,16,0.562293
tsp.test,8192,8,1.008789
tsp.test,8192,1,6.705057
tsp.test,4096,32,0.240603
tsp.test,4096,16,0.552446
tsp.test,4096,8,0.544623
tsp.test,4096,1,2.110538
tsp.test,256,32,0.029054
tsp.test,256,16,0.027657
tsp.test,256,8,0.040578
tsp.test,256,1,0.287607
yahoo.test,2627405,32,141.508242
yahoo.test,2627405,16,195.218958
yahoo.test,2627405,8,333.000323
yahoo.test,2627405,1,1811.908457
yahoo.test,2097152,32,112.614632
yahoo.test,2097152,16,166.594237
yahoo.test,2097152,8,238.232132
yahoo.test,2097152,1,1447.519577
yahoo.test,1048576,32,64.527478
yahoo.test,1048576,16,85.547864
yahoo.test,1048576,8,120.891889
yahoo.test,1048576,1,722.960033
yahoo.test,524288,32,36.514358
yahoo.test,524288,16,52.371227
yahoo.test,524288,8,61.018853
yahoo.test,524288,1,361.305727
yahoo.test,262144,32,15.728849
yahoo.test,262144,16,28.872169
yahoo.test,262144,8,41.405913
yahoo.test,262144,1,181.034442
yahoo.test,131072,32,9.869642
yahoo.test,131072,16,10.894774
yahoo.test,131072,8,23.426982
yahoo.test,131072,1,89.336482
yahoo.test,65536,32,9.058713
yahoo.test,65536,16,7.892221
yahoo.test,65536,8,10.367123
yahoo.test,65536,1,44.783514
yahoo.test,32768,32,6.578155
yahoo.test,32768,16,5.80082
yahoo.test,32768,8,7.45236
yahoo.test,32768,1,27.148483
yahoo.test,16384,32,1.688976
yahoo.test,16384,16,3.302313
yahoo.test,16384,8,2.987048
yahoo.test,16384,1,15.403808
yahoo.test,8192,32,0.909824
yahoo.test,8192,16,1.796462
yahoo.test,8192,8,1.651959
yahoo.test,8192,1,6.796829
yahoo.test,4096,32,2.397167
yahoo.test,4096,16,0.525976
yahoo.test,4096,8,0.944955
yahoo.test,4096,1,3.641463
yahoo.test,256,32,0.041207
yahoo.test,256,16,0.043232
yahoo.test,256,8,0.06621
yahoo.test,256,1,0.217556
