FSM,Testcases,Cores,Total CPU,Execution GPU,Total GPU
counterstrike-source.test,8192,1,28.638482,5.002432,5.534584
counterstrike-source.test,4096,32,1.714118,4.355456,4.735389
counterstrike-source.test,4096,16,3.104033,4.355456,4.735389
counterstrike-source.test,4096,8,2.873556,4.355456,4.735389
counterstrike-source.test,4096,1,14.603985,4.355456,4.735389
counterstrike-source.test,256,32,4.495693,4.344512,4.504144
counterstrike-source.test,256,16,0.289842,4.344512,4.504144
counterstrike-source.test,256,8,0.276922,4.344512,4.504144
counterstrike-source.test,256,1,0.74877,4.344512,4.504144
dns.test,8533671,32,121.496939,67.219072,325.515938
dns.test,8533671,16,151.479449,67.219072,325.515938
dns.test,8533671,8,115.800251,67.219072,325.515938
dns.test,8533671,1,319.191167,67.219072,325.515938
dns.test,4194304,32,84.319222,48.349088,231.095688
dns.test,4194304,16,103.896686,48.349088,231.095688
dns.test,4194304,8,100.087045,48.349088,231.095688
dns.test,4194304,1,216.826384,48.349088,231.095688
dns.test,2097152,32,54.625715,42.37984,109.165244
dns.test,2097152,16,74.833218,42.37984,109.165244
dns.test,2097152,8,92.084124,42.37984,109.165244
dns.test,2097152,1,140.303841,42.37984,109.165244
dns.test,1048576,32,45.242517,40.736768,98.502971
dns.test,1048576,16,48.37281,40.736768,98.502971
dns.test,1048576,8,72.509174,40.736768,98.502971
dns.test,1048576,1,110.718309,40.736768,98.502971
dns.test,524288,32,19.784404,40.593088,64.292887
dns.test,524288,16,24.149145,40.593088,64.292887
dns.test,524288,8,47.445735,40.593088,64.292887
dns.test,524288,1,113.261026,40.593088,64.292887
dns.test,262144,32,15.273065,40.275936,48.506557
dns.test,262144,16,15.252533,40.275936,48.506557
dns.test,262144,8,29.268522,40.275936,48.506557
dns.test,262144,1,88.719652,40.275936,48.506557
dns.test,131072,32,11.852093,33.417056,39.4579
dns.test,131072,16,14.846824,33.417056,39.4579
dns.test,131072,8,17.275839,33.417056,39.4579
dns.test,131072,1,70.31322,33.417056,39.4579
dns.test,65536,32,4.662824,19.317504,21.458014
dns.test,65536,16,5.424655,19.317504,21.458014
dns.test,65536,8,10.178831,19.317504,21.458014
dns.test,65536,1,34.980994,19.317504,21.458014
dns.test,32768,32,2.578406,12.219072,13.531291
dns.test,32768,16,4.840012,12.219072,13.531291
dns.test,32768,8,5.254661,12.219072,13.531291
dns.test,32768,1,22.931668,12.219072,13.531291
dns.test,16384,32,5.507347,5.652576,6.441546
dns.test,16384,16,3.014357,5.652576,6.441546
dns.test,16384,8,2.816286,5.652576,6.441546
dns.test,16384,1,11.482213,5.652576,6.441546
dns.test,8192,32,4.930317,3.932704,4.451414
dns.test,8192,16,0.966326,3.932704,4.451414
dns.test,8192,8,1.401927,3.932704,4.451414
dns.test,8192,1,5.764014,3.932704,4.451414
dns.test,4096,32,4.788819,2.787712,3.107735
dns.test,4096,16,0.701138,2.787712,3.107735
dns.test,4096,8,0.805551,2.787712,3.107735
dns.test,4096,1,3.787292,2.787712,3.107735
dns.test,256,32,0.038204,2.621984,3.0439
dns.test,256,16,0.03967,2.621984,3.0439
dns.test,256,8,0.052032,2.621984,3.0439
dns.test,256,1,0.188432,2.621984,3.0439
h323.test,2241832,32,162.742988,494.787008,566.73235
h323.test,2241832,16,174.889113,494.787008,566.73235
h323.test,2241832,8,301.51416,494.787008,566.73235
h323.test,2241832,1,1611.76731,494.787008,566.73235
h323.test,2097152,32,115.711763,449.85232,517.433791
h323.test,2097152,16,127.249848,449.85232,517.433791
h323.test,2097152,8,209.80697,449.85232,517.433791
h323.test,2097152,1,1486.880967,449.85232,517.433791
h323.test,1048576,32,59.777358,226.603104,260.636732
h323.test,1048576,16,61.878957,226.603104,260.636732
h323.test,1048576,8,123.778239,226.603104,260.636732
h323.test,1048576,1,748.996301,226.603104,260.636732
h323.test,524288,32,33.554762,114.80832,143.51536
h323.test,524288,16,43.976501,114.80832,143.51536
h323.test,524288,8,92.456449,114.80832,143.51536
h323.test,524288,1,374.968078,114.80832,143.51536
h323.test,262144,32,16.47811,59.107328,67.232583
h323.test,262144,16,31.082864,59.107328,67.232583
h323.test,262144,8,30.317401,59.107328,67.232583
h323.test,262144,1,186.218582,59.107328,67.232583
h323.test,131072,32,10.238196,31.695072,35.940754
h323.test,131072,16,18.71115,31.695072,35.940754
h323.test,131072,8,21.383144,31.695072,35.940754
h323.test,131072,1,92.271089,31.695072,35.940754
h323.test,65536,32,6.331895,18.431136,20.386367
h323.test,65536,16,7.36932,18.431136,20.386367
h323.test,65536,8,11.027055,18.431136,20.386367
h323.test,65536,1,45.829394,18.431136,20.386367
h323.test,32768,32,4.653745,11.028384,12.15674
h323.test,32768,16,3.45764,11.028384,12.15674
h323.test,32768,8,6.563559,11.028384,12.15674
h323.test,32768,1,30.104944,11.028384,12.15674
h323.test,16384,32,5.816465,5.47328,6.252904
h323.test,16384,16,3.400021,5.47328,6.252904
h323.test,16384,8,3.613735,5.47328,6.252904
h323.test,16384,1,15.116202,5.47328,6.252904
h323.test,8192,32,5.131809,4.003104,4.549542
h323.test,8192,16,1.829706,4.003104,4.549542
h323.test,8192,8,1.778792,4.003104,4.549542
h323.test,8192,1,7.53638,4.003104,4.549542
h323.test,4096,32,0.442515,3.438336,3.855038
h323.test,4096,16,0.989164,3.438336,3.855038
h323.test,4096,8,0.892434,3.438336,3.855038
h323.test,4096,1,3.752161,3.438336,3.855038
h323.test,256,32,4.472995,3.344576,3.503107
h323.test,256,16,0.068235,3.344576,3.503107
h323.test,256,8,0.070191,3.344576,3.503107
h323.test,256,1,0.233131,3.344576,3.503107
halflife2-deathmatch.test,1088409,32,205.801144,241.707968,275.934383
halflife2-deathmatch.test,1088409,16,176.962636,241.707968,275.934383
halflife2-deathmatch.test,1088409,8,299.220915,241.707968,275.934383
halflife2-deathmatch.test,1088409,1,2138.811702,241.707968,275.934383
halflife2-deathmatch.test,1048576,32,162.401114,232.805696,267.802464
halflife2-deathmatch.test,1048576,16,218.063416,232.805696,267.802464
halflife2-deathmatch.test,1048576,8,292.62069,232.805696,267.802464
halflife2-deathmatch.test,1048576,1,2058.898009,232.805696,267.802464
halflife2-deathmatch.test,524288,32,85.903156,118.745088,136.231247
halflife2-deathmatch.test,524288,16,127.00673,118.745088,136.231247
halflife2-deathmatch.test,524288,8,209.107438,118.745088,136.231247
halflife2-deathmatch.test,524288,1,1032.130427,118.745088,136.231247
halflife2-deathmatch.test,262144,32,42.204275,60.703936,70.383689
halflife2-deathmatch.test,262144,16,49.455282,60.703936,70.383689
halflife2-deathmatch.test,262144,8,109.559779,60.703936,70.383689
halflife2-deathmatch.test,262144,1,514.946039,60.703936,70.383689
halflife2-deathmatch.test,131072,32,25.347624,32.898784,37.107036
halflife2-deathmatch.test,131072,16,35.112994,32.898784,37.107036
halflife2-deathmatch.test,131072,8,42.530574,32.898784,37.107036
halflife2-deathmatch.test,131072,1,257.77931,32.898784,37.107036
halflife2-deathmatch.test,65536,32,16.4691,19.18032,21.375183
halflife2-deathmatch.test,65536,16,17.842183,19.18032,21.375183
halflife2-deathmatch.test,65536,8,22.200708,19.18032,21.375183
halflife2-deathmatch.test,65536,1,128.855711,19.18032,21.375183
halflife2-deathmatch.test,32768,32,10.706274,11.451008,12.793555
halflife2-deathmatch.test,32768,16,11.561762,11.451008,12.793555
halflife2-deathmatch.test,32768,8,13.004966,11.451008,12.793555
halflife2-deathmatch.test,32768,1,83.869932,11.451008,12.793555
halflife2-deathmatch.test,16384,32,4.471807,5.557568,6.316669
halflife2-deathmatch.test,16384,16,7.757079,5.557568,6.316669
halflife2-deathmatch.test,16384,8,6.858081,5.557568,6.316669
halflife2-deathmatch.test,16384,1,42.421621,5.557568,6.316669
halflife2-deathmatch.test,8192,32,6.021869,3.826016,4.387021
halflife2-deathmatch.test,8192,16,4.694532,3.826016,4.387021
halflife2-deathmatch.test,8192,8,3.652288,3.826016,4.387021
halflife2-deathmatch.test,8192,1,21.150782,3.826016,4.387021
halflife2-deathmatch.test,4096,32,5.462509,3.2792,3.666466
halflife2-deathmatch.test,4096,16,2.509264,3.2792,3.666466
halflife2-deathmatch.test,4096,8,2.210831,3.2792,3.666466
halflife2-deathmatch.test,4096,1,10.487949,3.2792,3.666466
halflife2-deathmatch.test,256,32,0.119918,3.277696,3.439691
halflife2-deathmatch.test,256,16,0.175581,3.277696,3.439691
halflife2-deathmatch.test,256,8,0.210153,3.277696,3.439691
halflife2-deathmatch.test,256,1,0.655392,3.277696,3.439691
hotline.test,1216433,32,32.790836,54.506336,94.316395
hotline.test,1216433,16,39.329322,54.506336,94.316395
hotline.test,1216433,8,57.760198,54.506336,94.316395
hotline.test,1216433,1,123.375743,54.506336,94.316395
hotline.test,1048576,32,22.886901,47.585376,85.887023
hotline.test,1048576,16,34.458929,47.585376,85.887023
hotline.test,1048576,8,63.215444,47.585376,85.887023
hotline.test,1048576,1,118.59335,47.585376,85.887023
hotline.test,524288,32,19.148777,46.112416,63.148186
hotline.test,524288,16,17.79986,46.112416,63.148186
hotline.test,524288,8,31.858452,46.112416,63.148186
hotline.test,524288,1,104.293455,46.112416,63.148186
hotline.test,262144,32,11.360758,44.597504,52.93171
hotline.test,262144,16,10.556953,44.597504,52.93171
hotline.test,262144,8,17.484944,44.597504,52.93171
hotline.test,262144,1,93.689149,44.597504,52.93171
hotline.test,131072,32,6.11385,24.295104,28.044482
hotline.test,131072,16,9.757408,24.295104,28.044482
hotline.test,131072,8,10.562959,24.295104,28.044482
hotline.test,131072,1,45.927382,24.295104,28.044482
hotline.test,65536,32,3.360979,14.198848,16.483627
hotline.test,65536,16,5.967253,14.198848,16.483627
hotline.test,65536,8,6.467178,14.198848,16.483627
hotline.test,65536,1,22.949268,14.198848,16.483627
hotline.test,32768,32,5.380934,9.104704,10.442483
hotline.test,32768,16,1.951579,9.104704,10.442483
hotline.test,32768,8,3.283665,9.104704,10.442483
hotline.test,32768,1,15.002081,9.104704,10.442483
hotline.test,16384,32,5.126012,4.435904,5.234826
hotline.test,16384,16,1.728436,4.435904,5.234826
hotline.test,16384,8,1.655871,4.435904,5.234826
hotline.test,16384,1,7.53247,4.435904,5.234826
hotline.test,8192,32,0.430573,3.359744,3.948346
hotline.test,8192,16,0.844104,3.359744,3.948346
hotline.test,8192,8,0.971145,3.359744,3.948346
hotline.test,8192,1,3.786104,3.359744,3.948346
hotline.test,4096,32,4.58551,3.044416,3.450447
hotline.test,4096,16,0.468287,3.044416,3.450447
hotline.test,4096,8,0.489379,3.044416,3.450447
hotline.test,4096,1,1.882506,3.044416,3.450447
hotline.test,256,32,4.444011,2.909824,3.094395
hotline.test,256,16,0.023467,2.909824,3.094395
hotline.test,256,8,0.036457,2.909824,3.094395
hotline.test,256,1,0.115517,2.909824,3.094395
ntp.test,1374296,32,45.853071,215.320864,264.858926
ntp.test,1374296,16,48.572766,215.320864,264.858926
ntp.test,1374296,8,135.1992,215.320864,264.858926
ntp.test,1374296,1,569.628744,215.320864,264.858926
ntp.test,1048576,32,34.386293,159.96032,194.300004
ntp.test,1048576,16,62.421695,159.96032,194.300004
ntp.test,1048576,8,110.799534,159.96032,194.300004
ntp.test,1048576,1,435.137387,159.96032,194.300004
ntp.test,524288,32,19.676569,81.059136,108.673351
ntp.test,524288,16,31.431721,81.059136,108.673351
ntp.test,524288,8,37.00863,81.059136,108.673351
ntp.test,524288,1,216.961038,81.059136,108.673351
ntp.test,262144,32,13.297741,41.7968,56.321115
ntp.test,262144,16,22.71537,41.7968,56.321115
ntp.test,262144,8,22.554664,41.7968,56.321115
ntp.test,262144,1,142.294741,41.7968,56.321115
ntp.test,131072,32,7.112652,22.536448,26.436801
ntp.test,131072,16,9.308397,22.536448,26.436801
ntp.test,131072,8,11.764441,22.536448,26.436801
ntp.test,131072,1,69.81532,22.536448,26.436801
ntp.test,65536,32,3.836949,13.226272,15.250228
ntp.test,65536,16,6.455654,13.226272,15.250228
ntp.test,65536,8,7.723486,13.226272,15.250228
ntp.test,65536,1,26.678173,13.226272,15.250228
ntp.test,32768,32,2.085396,8.582432,9.90631
ntp.test,32768,16,2.09699,8.582432,9.90631
ntp.test,32768,8,3.473844,8.582432,9.90631
ntp.test,32768,1,17.654798,8.582432,9.90631
ntp.test,16384,32,5.223861,3.948,4.822342
ntp.test,16384,16,1.969249,3.948,4.822342
ntp.test,16384,8,1.829566,3.948,4.822342
ntp.test,16384,1,8.720472,3.948,4.822342
ntp.test,8192,32,0.484211,2.928512,3.482713
ntp.test,8192,16,1.107755,2.928512,3.482713
ntp.test,8192,8,1.044129,2.928512,3.482713
ntp.test,8192,1,4.38737,2.928512,3.482713
ntp.test,4096,32,4.077832,2.510304,2.921397
ntp.test,4096,16,0.566204,2.510304,2.921397
ntp.test,4096,8,0.557684,2.510304,2.921397
ntp.test,4096,1,2.271174,2.510304,2.921397
ntp.test,256,32,0.029473,2.464768,2.623663
ntp.test,256,16,0.04428,2.464768,2.623663
ntp.test,256,8,0.04407,2.464768,2.623663
ntp.test,256,1,0.307652,2.464768,2.623663
rtp.test,1536723,32,51.110246,222.468704,272.555593
rtp.test,1536723,16,63.886061,222.468704,272.555593
rtp.test,1536723,8,148.321639,222.468704,272.555593
rtp.test,1536723,1,646.980024,222.468704,272.555593
rtp.test,1048576,32,35.266156,149.607488,183.866881
rtp.test,1048576,16,39.716034,149.607488,183.866881
rtp.test,1048576,8,74.613566,149.607488,183.866881
rtp.test,1048576,1,441.865632,149.607488,183.866881
rtp.test,524288,32,18.641239,75.829792,99.599761
rtp.test,524288,16,19.379044,75.829792,99.599761
rtp.test,524288,8,37.310205,75.829792,99.599761
rtp.test,524288,1,220.876908,75.829792,99.599761
rtp.test,262144,32,11.657584,39.365088,47.565513
rtp.test,262144,16,19.011748,39.365088,47.565513
rtp.test,262144,8,24.614149,39.365088,47.565513
rtp.test,262144,1,145.667524,39.365088,47.565513
rtp.test,131072,32,10.041243,21.20784,24.696771
rtp.test,131072,16,14.435038,21.20784,24.696771
rtp.test,131072,8,12.378068,21.20784,24.696771
rtp.test,131072,1,54.095059,21.20784,24.696771
rtp.test,65536,32,4.179661,12.4744,14.583033
rtp.test,65536,16,3.936962,12.4744,14.583033
rtp.test,65536,8,5.90642,12.4744,14.583033
rtp.test,65536,1,27.18606,12.4744,14.583033
rtp.test,32768,32,5.671614,8.033216,9.371465
rtp.test,32768,16,3.670517,8.033216,9.371465
rtp.test,32768,8,3.428167,8.033216,9.371465
rtp.test,32768,1,13.559507,8.033216,9.371465
rtp.test,16384,32,4.834355,3.660256,4.390442
rtp.test,16384,16,2.089306,3.660256,4.390442
rtp.test,16384,8,1.953535,3.660256,4.390442
rtp.test,16384,1,6.77001,3.660256,4.390442
rtp.test,8192,32,4.473484,2.62128,3.154878
rtp.test,8192,16,1.047202,2.62128,3.154878
rtp.test,8192,8,1.053628,2.62128,3.154878
rtp.test,8192,1,3.384167,2.62128,3.154878
rtp.test,4096,32,3.222833,2.202272,2.562133
rtp.test,4096,16,0.316242,2.202272,2.562133
rtp.test,4096,8,0.574935,2.202272,2.562133
rtp.test,4096,1,1.694284,2.202272,2.562133
rtp.test,256,32,4.428786,2.185248,2.355123
rtp.test,256,16,0.041625,2.185248,2.355123
rtp.test,256,8,0.044629,2.185248,2.355123
rtp.test,256,1,0.143734,2.185248,2.355123
ssl.test,1475251,32,81.032274,66.278496,114.880509
ssl.test,1475251,16,98.661929,66.278496,114.880509
ssl.test,1475251,8,156.46068,66.278496,114.880509
ssl.test,1475251,1,340.747029,66.278496,114.880509
ssl.test,1048576,32,62.185492,62.048896,119.497308
ssl.test,1048576,16,69.615015,62.048896,119.497308
ssl.test,1048576,8,139.942412,62.048896,119.497308
ssl.test,1048576,1,328.621647,62.048896,119.497308
ssl.test,524288,32,38.148861,62.021344,90.706919
ssl.test,524288,16,43.565065,62.021344,90.706919
ssl.test,524288,8,103.37455,62.021344,90.706919
ssl.test,524288,1,312.985824,62.021344,90.706919
ssl.test,262144,32,20.744444,43.120224,51.52664
ssl.test,262144,16,34.507189,43.120224,51.52664
ssl.test,262144,8,42.469322,43.120224,51.52664
ssl.test,262144,1,211.221468,43.120224,51.52664
ssl.test,131072,32,15.568286,23.242208,28.175224
ssl.test,131072,16,15.317695,23.242208,28.175224
ssl.test,131072,8,20.110005,23.242208,28.175224
ssl.test,131072,1,104.301486,23.242208,28.175224
ssl.test,65536,32,9.979224,13.41936,15.811963
ssl.test,65536,16,10.698172,13.41936,15.811963
ssl.test,65536,8,12.007001,13.41936,15.811963
ssl.test,65536,1,52.096965,13.41936,15.811963
ssl.test,32768,32,3.67359,8.497856,9.784786
ssl.test,32768,16,6.81387,8.497856,9.784786
ssl.test,32768,8,6.663433,8.497856,9.784786
ssl.test,32768,1,26.534859,8.497856,9.784786
ssl.test,16384,32,2.135541,3.695072,4.681681
ssl.test,16384,16,2.050894,3.695072,4.681681
ssl.test,16384,8,3.459107,3.695072,4.681681
ssl.test,16384,1,16.995635,3.695072,4.681681
ssl.test,8192,32,1.019196,2.643328,3.257894
ssl.test,8192,16,1.110688,2.643328,3.257894
ssl.test,8192,8,1.986011,2.643328,3.257894
ssl.test,8192,1,8.513183,2.643328,3.257894
ssl.test,4096,32,4.840431,2.060992,2.463517
ssl.test,4096,16,0.566973,2.060992,2.463517
ssl.test,4096,8,1.096301,2.060992,2.463517
ssl.test,4096,1,4.244054,2.060992,2.463517
ssl.test,256,32,0.047352,1.802336,1.993694
ssl.test,256,16,0.046025,1.802336,1.993694
ssl.test,256,8,0.078711,1.802336,1.993694
ssl.test,256,1,0.254782,1.802336,1.993694
tsp.test,1162511,32,37.372364,154.910112,194.254189
tsp.test,1162511,16,72.643968,154.910112,194.254189
tsp.test,1162511,8,114.532698,154.910112,194.254189
tsp.test,1162511,1,470.177186,154.910112,194.254189
tsp.test,1048576,32,35.989853,132.894336,170.524442
tsp.test,1048576,16,45.251317,132.894336,170.524442
tsp.test,1048576,8,95.796615,132.894336,170.524442
tsp.test,1048576,1,425.294143,132.894336,170.524442
tsp.test,524288,32,17.71158,67.315392,84.28046
tsp.test,524288,16,33.314506,67.315392,84.28046
tsp.test,524288,8,41.38706,67.315392,84.28046
tsp.test,524288,1,212.92085,67.315392,84.28046
tsp.test,262144,32,15.915397,34.829376,43.131768
tsp.test,262144,16,19.057215,34.829376,43.131768
tsp.test,262144,8,18.440445,34.829376,43.131768
tsp.test,262144,1,106.095504,34.829376,43.131768
tsp.test,131072,32,6.977649,18.778208,22.553338
tsp.test,131072,16,10.542844,18.778208,22.553338
tsp.test,131072,8,14.416391,18.778208,22.553338
tsp.test,131072,1,51.842323,18.778208,22.553338
tsp.test,65536,32,6.971712,11.028256,12.973607
tsp.test,65536,16,6.627324,11.028256,12.973607
tsp.test,65536,8,7.004887,11.028256,12.973607
tsp.test,65536,1,25.936876,11.028256,12.973607
tsp.test,32768,32,5.938967,7.164704,8.320491
tsp.test,32768,16,2.188691,7.164704,8.320491
tsp.test,32768,8,3.467907,7.164704,8.320491
tsp.test,32768,1,16.998289,7.164704,8.320491
tsp.test,16384,32,1.024574,3.313024,4.146905
tsp.test,16384,16,1.892982,3.313024,4.146905
tsp.test,16384,8,2.156844,3.313024,4.146905
tsp.test,16384,1,8.477703,3.313024,4.146905
tsp.test,8192,32,4.809351,2.309696,2.836121
tsp.test,8192,16,1.014238,2.309696,2.836121
tsp.test,8192,8,1.013749,2.309696,2.836121
tsp.test,8192,1,4.248525,2.309696,2.836121
tsp.test,4096,32,0.24235,1.977408,2.445219
tsp.test,4096,16,0.55929,1.977408,2.445219
tsp.test,4096,8,0.551049,1.977408,2.445219
tsp.test,4096,1,2.10991,1.977408,2.445219
tsp.test,256,32,0.026819,1.947104,2.10111
tsp.test,256,16,0.038413,1.947104,2.10111
tsp.test,256,8,0.040088,1.947104,2.10111
tsp.test,256,1,0.293404,1.947104,2.10111
yahoo.test,2627405,32,141.228751,523.282528,608.441097
yahoo.test,2627405,16,191.467026,523.282528,608.441097
yahoo.test,2627405,8,255.309576,523.282528,608.441097
yahoo.test,2627405,1,1815.839454,523.282528,608.441097
yahoo.test,2097152,32,112.689583,418.494784,488.968025
yahoo.test,2097152,16,167.655565,418.494784,488.968025
yahoo.test,2097152,8,278.575156,418.494784,488.968025
yahoo.test,2097152,1,1449.94818,418.494784,488.968025
yahoo.test,1048576,32,81.380433,210.703968,245.287817
yahoo.test,1048576,16,116.951447,210.703968,245.287817
yahoo.test,1048576,8,164.738148,210.703968,245.287817
yahoo.test,1048576,1,724.013526,210.703968,245.287817
yahoo.test,524288,32,31.681684,106.702464,123.688841
yahoo.test,524288,16,70.632325,106.702464,123.688841
yahoo.test,524288,8,65.785469,106.702464,123.688841
yahoo.test,524288,1,361.235015,106.702464,123.688841
yahoo.test,262144,32,17.758304,55.464928,63.7718
yahoo.test,262144,16,17.09481,55.464928,63.7718
yahoo.test,262144,8,38.42676,55.464928,63.7718
