halflife2-deathmatch.test,262144,32,42.204275
halflife2-deathmatch.test,1048576,16,218.063416
halflife2-deathmatch.test,1088409,1,2138.811702
halflife2-deathmatch.test,16384,16,7.757079
halflife2-deathmatch.test,1048576,32,162.401114
halflife2-deathmatch.test,131072,1,257.77931
halflife2-deathmatch.test,8192,32,6.021869
halflife2-deathmatch.test,131072,8,42.530574
halflife2-deathmatch.test,65536,1,128.855711
halflife2-deathmatch.test,524288,8,209.107438
halflife2-deathmatch.test,131072,16,35.112994
halflife2-deathmatch.test,524288,16,127.00673
halflife2-deathmatch.test,524288,32,85.903156
halflife2-deathmatch.test,256,32,0.119918
halflife2-deathmatch.test,32768,1,83.869932
halflife2-deathmatch.test,1088409,16,176.962636
halflife2-deathmatch.test,1048576,1,2058.898009
halflife2-deathmatch.test,256,16,0.175581
halflife2-deathmatch.test,262144,8,109.559779
halflife2-deathmatch.test,32768,32,10.706274
halflife2-deathmatch.test,65536,16,17.842183
halflife2-deathmatch.test,4096,16,2.509264
halflife2-deathmatch.test,256,8,0.210153
halflife2-deathmatch.test,8192,8,3.652288
halflife2-deathmatch.test,262144,16,49.455282
halflife2-deathmatch.test,1088409,32,205.801144
halflife2-deathmatch.test,32768,8,13.004966
halflife2-deathmatch.test,131072,32,25.347624
halflife2-deathmatch.test,524288,1,1032.130427
halflife2-deathmatch.test,262144,1,514.946039
halflife2-deathmatch.test,65536,8,22.200708
halflife2-deathmatch.test,8192,16,4.694532
halflife2-deathmatch.test,32768,16,11.561762
halflife2-deathmatch.test,4096,32,5.462509
halflife2-deathmatch.test,4096,8,2.210831
halflife2-deathmatch.test,16384,8,6.858081
halflife2-deathmatch.test,1048576,8,292.62069
halflife2-deathmatch.test,65536,32,16.4691
halflife2-deathmatch.test,256,1,0.655392
halflife2-deathmatch.test,16384,1,42.421621
halflife2-deathmatch.test,8192,1,21.150782
halflife2-deathmatch.test,4096,1,10.487949
halflife2-deathmatch.test,1088409,8,299.220915
halflife2-deathmatch.test,16384,32,4.471807
counterstrike-source.test,256,8,0.276922
counterstrike-source.test,131072,1,349.415111
counterstrike-source.test,32768,32,14.448517
counterstrike-source.test,1048576,1,2789.830718
counterstrike-source.test,8192,1,28.638482
counterstrike-source.test,16384,32,5.808293
counterstrike-source.test,32768,8,14.458295
counterstrike-source.test,524288,1,1395.451357
counterstrike-source.test,8192,32,3.358326
counterstrike-source.test,1048576,32,215.007497
counterstrike-source.test,1472463,1,3928.051099
counterstrike-source.test,1048576,8,499.95854
counterstrike-source.test,1472463,8,550.877489
counterstrike-source.test,524288,16,156.632975
counterstrike-source.test,131072,8,57.545923
counterstrike-source.test,256,16,0.289842
counterstrike-source.test,524288,32,155.321074
counterstrike-source.test,4096,32,1.714118
counterstrike-source.test,4096,16,3.104033
counterstrike-source.test,16384,8,9.635046
counterstrike-source.test,4096,1,14.603985
counterstrike-source.test,262144,16,111.720949
counterstrike-source.test,8192,8,5.239365
counterstrike-source.test,65536,1,174.89714
counterstrike-source.test,1472463,16,367.029541
counterstrike-source.test,16384,1,57.108296
counterstrike-source.test,262144,32,83.952483
counterstrike-source.test,262144,1,699.391746
counterstrike-source.test,32768,1,87.509227
counterstrike-source.test,65536,8,28.815879
counterstrike-source.test,1048576,16,228.358945
counterstrike-source.test,32768,16,10.534673
counterstrike-source.test,524288,8,249.952661
counterstrike-source.test,8192,16,3.490535
counterstrike-source.test,262144,8,114.726785
counterstrike-source.test,4096,8,2.873556
counterstrike-source.test,65536,32,23.393739
counterstrike-source.test,256,1,0.74877
counterstrike-source.test,131072,32,30.706975
counterstrike-source.test,131072,16,31.813055
counterstrike-source.test,256,32,4.495693
counterstrike-source.test,1472463,32,298.05686
counterstrike-source.test,16384,16,6.940144
counterstrike-source.test,65536,16,27.040789
ntp.test,4096,8,0.557684
ntp.test,262144,8,22.554664
ntp.test,1048576,32,34.386293
ntp.test,65536,32,3.836949
ntp.test,4096,32,4.077832
ntp.test,524288,8,37.00863
ntp.test,131072,32,7.112652
ntp.test,1048576,16,62.421695
ntp.test,8192,32,0.484211
ntp.test,1374296,8,135.1992
ntp.test,65536,16,6.455654
ntp.test,4096,1,2.271174
ntp.test,256,1,0.307652
ntp.test,524288,32,19.676569
ntp.test,131072,16,9.308397
ntp.test,1374296,16,48.572766
ntp.test,16384,8,1.829566
ntp.test,524288,1,216.961038
ntp.test,32768,1,17.654798
ntp.test,131072,8,11.764441
ntp.test,32768,16,2.09699
ntp.test,524288,16,31.431721
ntp.test,16384,16,1.969249
ntp.test,262144,32,13.297741
ntp.test,131072,1,69.81532
ntp.test,256,16,0.04428
ntp.test,16384,1,8.720472
ntp.test,262144,1,142.294741
ntp.test,1048576,8,110.799534
ntp.test,262144,16,22.71537
ntp.test,4096,16,0.566204
ntp.test,65536,8,7.723486
ntp.test,1374296,32,45.853071
ntp.test,8192,1,4.38737
ntp.test,1374296,1,569.628744
ntp.test,16384,32,5.223861
ntp.test,32768,32,2.085396
ntp.test,256,32,0.029473
ntp.test,65536,1,26.678173
ntp.test,1048576,1,435.137387
ntp.test,256,8,0.04407
ntp.test,8192,8,1.044129
ntp.test,32768,8,3.473844
ntp.test,8192,16,1.107755
battlefield2.test,65536,8,9.839681
battlefield2.test,524288,8,59.037457
battlefield2.test,4096,16,0.833418
battlefield2.test,1048576,32,52.512311
battlefield2.test,16384,32,1.384676
battlefield2.test,8192,16,1.534068
battlefield2.test,1476796,8,188.197673
battlefield2.test,65536,32,5.43995
battlefield2.test,524288,32,31.33932
battlefield2.test,262144,32,15.091897
battlefield2.test,4096,1,3.204325
battlefield2.test,8192,1,8.709018
battlefield2.test,4096,32,0.368554
battlefield2.test,32768,16,3.007651
battlefield2.test,524288,16,31.062958
battlefield2.test,262144,8,25.540106
battlefield2.test,32768,1,25.292099
battlefield2.test,1476796,16,119.877731
battlefield2.test,262144,1,164.95584
battlefield2.test,524288,1,315.164939
battlefield2.test,262144,16,22.996132
battlefield2.test,1048576,16,87.861438
battlefield2.test,1476796,1,888.257244
battlefield2.test,256,16,0.048191
battlefield2.test,256,8,0.060343
battlefield2.test,1476796,32,69.608098
battlefield2.test,131072,1,77.587274
battlefield2.test,256,32,4.445547
battlefield2.test,16384,1,12.702342
battlefield2.test,131072,8,17.423693
battlefield2.test,65536,16,7.241998
battlefield2.test,16384,8,2.785346
battlefield2.test,16384,16,1.644416
battlefield2.test,256,1,0.437277
battlefield2.test,32768,8,5.093955
battlefield2.test,8192,8,1.508226
battlefield2.test,8192,32,0.793329
battlefield2.test,131072,32,12.803752
battlefield2.test,65536,1,38.741046
battlefield2.test,32768,32,3.414688
battlefield2.test,1048576,1,630.048347
battlefield2.test,4096,8,0.824758
battlefield2.test,131072,16,9.373908
battlefield2.test,1048576,8,104.21467
yahoo.test,4096,1,3.705997
yahoo.test,32768,1,29.135824
yahoo.test,2097152,16,167.655565
yahoo.test,256,1,0.240115
yahoo.test,65536,16,10.579721
yahoo.test,2097152,8,278.575156
yahoo.test,524288,1,361.235015
yahoo.test,8192,16,1.782493
yahoo.test,32768,16,6.14486
yahoo.test,16384,1,14.571299
yahoo.test,262144,16,17.09481
yahoo.test,16384,8,3.7706
yahoo.test,256,16,0.040787
yahoo.test,2097152,32,112.689583
yahoo.test,262144,8,38.42676
yahoo.test,1048576,8,164.738148
yahoo.test,1048576,32,81.380433
yahoo.test,262144,32,17.758304
yahoo.test,524288,16,70.632325
yahoo.test,2627405,16,191.467026
yahoo.test,32768,8,4.810957
yahoo.test,2627405,8,255.309576
yahoo.test,524288,32,31.681684
yahoo.test,32768,32,3.320332
yahoo.test,16384,16,3.275005
yahoo.test,256,8,0.063835
yahoo.test,4096,16,0.952777
yahoo.test,256,32,4.463287
yahoo.test,524288,8,65.785469
yahoo.test,16384,32,1.781096
yahoo.test,65536,32,7.35556
yahoo.test,4096,8,0.937622
yahoo.test,131072,16,14.94551
yahoo.test,262144,1,187.011701
yahoo.test,2627405,1,1815.839454
yahoo.test,4096,32,4.779669
yahoo.test,131072,8,22.033787
yahoo.test,65536,8,10.449956
yahoo.test,2627405,32,141.228751
yahoo.test,1048576,16,116.951447
yahoo.test,65536,1,59.00149
yahoo.test,8192,1,7.330348
yahoo.test,2097152,1,1449.94818
yahoo.test,8192,8,1.732696
yahoo.test,8192,32,0.906262
yahoo.test,1048576,1,724.013526
yahoo.test,131072,1,89.143309
yahoo.test,131072,32,10.514419
h323.test,524288,32,33.554762
h323.test,2241832,16,174.889113
h323.test,32768,1,30.104944
h323.test,16384,32,5.816465
h323.test,131072,1,92.271089
h323.test,262144,8,30.317401
h323.test,256,32,4.472995
h323.test,8192,8,1.778792
h323.test,524288,16,43.976501
h323.test,65536,32,6.331895
h323.test,4096,32,0.442515
h323.test,2097152,8,209.80697
h323.test,32768,8,6.563559
h323.test,1048576,1,748.996301
h323.test,256,8,0.070191
h323.test,4096,16,0.989164
h323.test,524288,8,92.456449
h323.test,524288,1,374.968078
h323.test,65536,8,11.027055
h323.test,2097152,32,115.711763
h323.test,131072,16,18.71115
h323.test,131072,8,21.383144
h323.test,2241832,1,1611.76731
h323.test,65536,16,7.36932
h323.test,2097152,16,127.249848
h323.test,1048576,32,59.777358
h323.test,2241832,8,301.51416
h323.test,2241832,32,162.742988
h323.test,32768,16,3.45764
h323.test,4096,8,0.892434
h323.test,16384,1,15.116202
h323.test,256,1,0.233131
h323.test,65536,1,45.829394
h323.test,262144,16,31.082864
h323.test,2097152,1,1486.880967
h323.test,256,16,0.068235
h323.test,8192,16,1.829706
h323.test,16384,16,3.400021
h323.test,1048576,16,61.878957
h323.test,8192,32,5.131809
h323.test,262144,32,16.47811
h323.test,1048576,8,123.778239
h323.test,8192,1,7.53638
h323.test,16384,8,3.613735
h323.test,131072,32,10.238196
h323.test,32768,32,4.653745
h323.test,262144,1,186.218582
h323.test,4096,1,3.752161
tsp.test,4096,16,0.55929
tsp.test,131072,8,14.416391
tsp.test,16384,1,8.477703
tsp.test,1162511,1,470.177186
tsp.test,1048576,16,45.251317
tsp.test,65536,1,25.936876
tsp.test,16384,8,2.156844
tsp.test,256,8,0.040088
tsp.test,1048576,1,425.294143
tsp.test,65536,32,6.971712
tsp.test,4096,8,0.551049
tsp.test,524288,8,41.38706
tsp.test,524288,32,17.71158
tsp.test,256,32,0.026819
tsp.test,262144,8,18.440445
tsp.test,1048576,32,35.989853
tsp.test,32768,16,2.188691
tsp.test,1162511,16,72.643968
tsp.test,16384,16,1.892982
tsp.test,16384,32,1.024574
tsp.test,256,16,0.038413
tsp.test,8192,8,1.013749
tsp.test,1162511,32,37.372364
tsp.test,256,1,0.293404
tsp.test,131072,1,51.842323
tsp.test,8192,32,4.809351
tsp.test,262144,16,19.057215
tsp.test,524288,16,33.314506
tsp.test,131072,16,10.542844
tsp.test,65536,8,7.004887
tsp.test,4096,1,2.10991
tsp.test,8192,16,1.014238
tsp.test,65536,16,6.627324
tsp.test,1048576,8,95.796615
tsp.test,131072,32,6.977649
tsp.test,1162511,8,114.532698
tsp.test,4096,32,0.24235
tsp.test,262144,1,106.095504
tsp.test,32768,32,5.938967
tsp.test,32768,1,16.998289
tsp.test,262144,32,15.915397
tsp.test,8192,1,4.248525
tsp.test,524288,1,212.92085
tsp.test,32768,8,3.467907
hotline.test,1216433,8,57.760198
hotline.test,131072,1,45.927382
hotline.test,1048576,16,34.458929
hotline.test,4096,32,4.58551
hotline.test,32768,1,15.002081
hotline.test,16384,8,1.655871
hotline.test,256,8,0.036457
hotline.test,4096,8,0.489379
hotline.test,256,16,0.023467
hotline.test,131072,32,6.11385
hotline.test,262144,8,17.484944
hotline.test,131072,8,10.562959
hotline.test,262144,32,11.360758
hotline.test,1216433,1,123.375743
hotline.test,1048576,8,63.215444
hotline.test,65536,8,6.467178
hotline.test,16384,1,7.53247
hotline.test,524288,8,31.858452
hotline.test,262144,16,10.556953
hotline.test,256,32,4.444011
hotline.test,16384,32,5.126012
hotline.test,65536,16,5.967253
hotline.test,8192,1,3.786104
hotline.test,4096,1,1.882506
hotline.test,524288,32,19.148777
hotline.test,65536,32,3.360979
hotline.test,8192,8,0.971145
hotline.test,32768,16,1.951579
hotline.test,8192,16,0.844104
hotline.test,4096,16,0.468287
hotline.test,524288,16,17.79986
hotline.test,1216433,32,32.790836
hotline.test,262144,1,93.689149
hotline.test,1216433,16,39.329322
hotline.test,16384,16,1.728436
hotline.test,32768,32,5.380934
hotline.test,131072,16,9.757408
hotline.test,65536,1,22.949268
hotline.test,1048576,1,118.59335
hotline.test,524288,1,104.293455
hotline.test,32768,8,3.283665
hotline.test,256,1,0.115517
hotline.test,8192,32,0.430573
hotline.test,1048576,32,22.886901
rtp.test,524288,32,18.641239
rtp.test,8192,16,1.047202
rtp.test,256,8,0.044629
rtp.test,524288,8,37.310205
rtp.test,65536,32,4.179661
rtp.test,16384,32,4.834355
rtp.test,65536,8,5.90642
rtp.test,1536723,16,63.886061
rtp.test,262144,8,24.614149
rtp.test,131072,8,12.378068
rtp.test,262144,1,145.667524
rtp.test,256,1,0.143734
rtp.test,32768,16,3.670517
rtp.test,65536,1,27.18606
rtp.test,8192,8,1.053628
rtp.test,8192,1,3.384167
rtp.test,524288,16,19.379044
rtp.test,131072,32,10.041243
rtp.test,32768,8,3.428167
rtp.test,16384,8,1.953535
rtp.test,1536723,1,646.980024
rtp.test,524288,1,220.876908
rtp.test,1536723,32,51.110246
rtp.test,16384,1,6.77001
rtp.test,1048576,16,39.716034
rtp.test,8192,32,4.473484
rtp.test,16384,16,2.089306
rtp.test,65536,16,3.936962
rtp.test,256,16,0.041625
rtp.test,256,32,4.428786
rtp.test,4096,8,0.574935
rtp.test,1536723,8,148.321639
rtp.test,262144,16,19.011748
rtp.test,4096,32,3.222833
rtp.test,1048576,32,35.266156
rtp.test,1048576,8,74.613566
rtp.test,32768,32,5.671614
rtp.test,1048576,1,441.865632
rtp.test,131072,16,14.435038
rtp.test,262144,32,11.657584
rtp.test,131072,1,54.095059
rtp.test,4096,1,1.694284
rtp.test,32768,1,13.559507
rtp.test,4096,16,0.316242
dns.test,8192,32,4.930317
dns.test,1048576,16,48.37281
dns.test,32768,32,2.578406
dns.test,16384,16,3.014357
dns.test,4194304,16,103.896686
dns.test,8533671,1,319.191167
dns.test,524288,32,19.784404
dns.test,65536,8,10.178831
dns.test,4194304,1,216.826384
dns.test,131072,8,17.275839
dns.test,131072,32,11.852093
dns.test,65536,32,4.662824
dns.test,8533671,8,115.800251
dns.test,1048576,8,72.509174
dns.test,1048576,1,110.718309
dns.test,4194304,8,100.087045
dns.test,4096,16,0.701138
dns.test,32768,16,4.840012
dns.test,131072,1,70.31322
dns.test,4096,1,3.787292
dns.test,8192,8,1.401927
dns.test,262144,1,88.719652
dns.test,1048576,32,45.242517
dns.test,2097152,8,92.084124
dns.test,2097152,32,54.625715
dns.test,256,1,0.188432
dns.test,262144,8,29.268522
dns.test,65536,1,34.980994
dns.test,262144,32,15.273065
dns.test,8533671,32,121.496939
dns.test,524288,1,113.261026
dns.test,32768,8,5.254661
dns.test,32768,1,22.931668
dns.test,16384,8,2.816286
dns.test,524288,8,47.445735
dns.test,8192,1,5.764014
dns.test,16384,1,11.482213
dns.test,4194304,32,84.319222
dns.test,8192,16,0.966326
dns.test,16384,32,5.507347
dns.test,256,16,0.03967
dns.test,65536,16,5.424655
dns.test,262144,16,15.252533
dns.test,2097152,1,140.303841
dns.test,2097152,16,74.833218
dns.test,256,32,0.038204
dns.test,524288,16,24.149145
dns.test,256,8,0.052032
dns.test,4096,8,0.805551
dns.test,8533671,16,151.479449
dns.test,4096,32,4.788819
dns.test,131072,16,14.846824
ssl.test,65536,16,10.698172
ssl.test,524288,32,38.148861
ssl.test,16384,1,16.995635
ssl.test,131072,1,104.301486
ssl.test,131072,32,15.568286
ssl.test,32768,8,6.663433
ssl.test,256,1,0.254782
ssl.test,32768,32,3.67359
ssl.test,1048576,32,62.185492
ssl.test,131072,8,20.110005
ssl.test,4096,8,1.096301
ssl.test,1048576,8,139.942412
ssl.test,524288,8,103.37455
ssl.test,4096,1,4.244054
ssl.test,256,16,0.046025
ssl.test,1475251,8,156.46068
ssl.test,32768,1,26.534859
ssl.test,16384,16,2.050894
ssl.test,16384,32,2.135541
ssl.test,4096,16,0.566973
ssl.test,262144,16,34.507189
ssl.test,8192,16,1.110688
ssl.test,65536,32,9.979224
ssl.test,4096,32,4.840431
ssl.test,8192,1,8.513183
ssl.test,131072,16,15.317695
ssl.test,1475251,1,340.747029
ssl.test,1048576,16,69.615015
ssl.test,256,8,0.078711
ssl.test,1475251,32,81.032274
ssl.test,262144,32,20.744444
ssl.test,8192,32,1.019196
ssl.test,262144,8,42.469322
ssl.test,16384,8,3.459107
ssl.test,524288,16,43.565065
ssl.test,256,32,0.047352
ssl.test,65536,8,12.007001
ssl.test,524288,1,312.985824
ssl.test,65536,1,52.096965
ssl.test,262144,1,211.221468
ssl.test,8192,8,1.986011
ssl.test,1475251,16,98.661929
ssl.test,32768,16,6.81387
ssl.test,1048576,1,328.621647
aim.test,8192,32,4.308518
aim.test,8192,16,0.562503
aim.test,65536,1,24.3359
aim.test,4096,16,0.287886
aim.test,65536,32,3.492841
aim.test,1048576,1,397.979634
aim.test,32768,1,15.913023
aim.test,524288,1,200.019804
aim.test,262144,16,17.353782
aim.test,8192,1,3.973838
aim.test,32768,16,3.482504
aim.test,1048576,16,56.727731
aim.test,32768,32,3.821863
aim.test,131072,16,11.46091
aim.test,16384,16,1.040149
aim.test,4096,1,2.007382
aim.test,256,16,0.028146
aim.test,4096,8,0.518154
aim.test,1344963,32,41.309116
aim.test,1344963,16,47.405644
aim.test,32768,8,3.065201
aim.test,262144,8,21.175575
aim.test,262144,32,14.483997
aim.test,262144,1,124.756784
aim.test,131072,1,48.62361
aim.test,65536,8,7.057547
aim.test,1344963,8,114.127406
aim.test,524288,8,38.319902
aim.test,4096,32,2.493339
aim.test,16384,1,7.953683
aim.test,256,8,0.045955
aim.test,8192,8,1.025971
aim.test,524288,16,33.076556
aim.test,65536,16,5.970466
aim.test,16384,8,1.885928
aim.test,1048576,8,69.338021
aim.test,16384,32,5.123498
aim.test,256,1,0.121734
aim.test,131072,32,10.204602
aim.test,1344963,1,514.856627
aim.test,1048576,32,31.872909
aim.test,524288,32,18.916973
aim.test,131072,8,11.511406
aim.test,256,32,4.436118
